name,price,rpm,noise_level,color,size
Zalman Reserator 3 MAX,0.0,10002200.0,"18.89,36.7",Unknown,120.0
Masscool 8W501B1M3G,30.0,2400.0,26.2,Unknown,0.0
Gelid Solutions Black Edition,0.0,7501600.0,"25.4,25.5",Unknown,0.0
Thermalright Archon IB-E X2,0.0,9001300.0,"17,21",Unknown,0.0
Silverstone Argon AR09-115XS,48.64,12005000.0,"18.02,42.5",Unknown,0.0
Antec KUHLER Shelf,0.0,0.0,Unknown,Unknown,0.0
Cooler Master DI5-8E5PA-0L-GP,0.0,2800.0,22,Unknown,0.0
Dynatron T195,0.0,10005000.0,"20.5,49.8",Unknown,0.0
Dynatron T860,0.0,20006000.0,"20.23,44.88",Unknown,0.0
Evercool CI01-9525EP,0.0,9002600.0,"12,31",Unknown,0.0
Thermaltake A4012-02,0.0,2500.0,21,Unknown,0.0
Thermaltake A4022,0.0,1300.0,Unknown,Unknown,0.0
Thermaltake CL-P0257,0.0,1700.0,17,Unknown,0.0
Thermaltake CL-P0497,0.0,2500.0,27,Unknown,0.0
Thermaltake CLP0527,0.0,8001700.0,16,Unknown,0.0
Thermaltake CLP0534,0.0,12002400.0,"20,26.9",Unknown,0.0
Thermaltake CLP0554,0.0,10001600.0,"19,28",Unknown,0.0
Zalman CNPS 7500 Cu LED,0.0,11502300.0,"17,32",Unknown,0.0
Zalman CNPS 8700 NT,0.0,11502100.0,"17.5,30",Unknown,0.0
Zalman CNPS 9700 NT,0.0,12502800.0,"19.5,35",Unknown,0.0
Thermaltake CL-P0508,0.0,13002000.0,"16,24",Unknown,0.0
Thermaltake CLP0574,0.0,8001300.0,16,Unknown,0.0
Scythe SCBSK-1000,0.0,6502200.0,Unknown,Unknown,0.0
Zalman CNPS9900NT,0.0,10002000.0,"19.5,38",Unknown,0.0
Evercool HPH-9525CU,25.99,1800.0,20,Unknown,0.0
Evercool HPJ-12025,0.0,1000.0,21,Unknown,0.0
Evercool HPK-10025EA,0.0,1800.0,23,Unknown,0.0
Silverstone NT01-E,0.0,0.0,0,Unknown,0.0
Masscool 5U1082F1M4,0.0,20003600.0,"23,45.9",Unknown,0.0
Masscool 5W1081F1M3,0.0,2400.0,31,Unknown,0.0
Masscool 8W553B1M3,0.0,2400.0,26.2,Unknown,0.0
Masscool 8WA743,0.0,8002800.0,"20,34",Unknown,0.0
Masscool 8WT15-38,0.0,2400.0,30,Unknown,0.0
Rosewill RCX-Z1,0.0,17003100.0,"18,33.4",Unknown,0.0
Rosewill RCX-Z2,0.0,5003400.0,"17,34.2",Unknown,0.0
Rosewill RCX-Z300,0.0,0.0,Unknown,Unknown,0.0
Rosewill RCX-Z80-AL,0.0,2500.0,22.41,Unknown,0.0
Scythe SCMG-2100,0.0,0.0,26.5,Unknown,0.0
Scythe SCRT-1000,0.0,4701900.0,"9.8,27.3",Unknown,0.0
Scythe SCYS-1000,0.0,4701900.0,"7.05,27.3",Unknown,0.0
StarTech FANK8AM2,0.0,2600.0,28,Unknown,0.0
Zalman CNPS8000A,0.0,14002600.0,"20,30",Unknown,0.0
Zalman CNPS5X SZ,0.0,14002800.0,"20,32",Unknown,0.0
Xigmatek Balder SD1283,0.0,10002200.0,28,Unknown,0.0
Xigmatek D982,0.0,15002500.0,22,Unknown,0.0
Xigmatek Dark Knight S1283V,0.0,10002200.0,30.1,Unknown,0.0
Xigmatek HDT-D1284,0.0,8001500.0,27.2,Unknown,0.0
Xigmatek HDT-S1283,0.0,8001500.0,"20,32",Unknown,0.0
Xigmatek HDT-S963,0.0,12002800.0,"23,35",Unknown,0.0
Xigmatek HDT-SD964,0.0,12002800.0,"22,30",Unknown,0.0
ZEROtherm Nirvana NV120 PWM,0.0,9001800.0,30,Unknown,0.0
ZEROtherm ZT-10D,0.0,0.0,0,Unknown,0.0
ZEROtherm ZT-10D Smart,0.0,0.0,Unknown,Unknown,0.0
Antec Performance Max,0.0,0.0,Unknown,Unknown,0.0
Scythe SCMN-2000,0.0,5001700.0,"9.6,36.4",Unknown,0.0
Thermaltake CLP0532,0.0,2500.0,34,Unknown,0.0
Thermaltake CLP0550,0.0,7403700.0,"21,40",Unknown,0.0
Thermaltake CL-P0101,0.0,6003700.0,"15,46.5",Unknown,0.0
Scythe SCKZT-1000,0.0,8003300.0,"8.2,32.5",Unknown,0.0
Enzotech Extreme-X Rev.A,0.0,10002500.0,"15.8,43.3",Unknown,0.0
Zalman CNPS7X LED,0.0,12501950.0,"17,25",Unknown,0.0
Gelid Solutions Slim Silence 775,0.0,11002300.0,"15,24.5",Unknown,0.0
Gelid Solutions Slim Silence AM2,0.0,12002500.0,"15,27.2",Unknown,0.0
Logisys AC2200BT,0.0,2200.0,30.1,Unknown,0.0
Logisys AC4400BT,0.0,2200.0,30.1,Unknown,0.0
Logisys IC106,0.0,2200.0,25,Unknown,0.0
Logisys IC207,0.0,2500.0,25,Unknown,0.0
Logisys IC4100AST,0.0,2200.0,30.1,Unknown,0.0
TUNIQ T-120-LFB,0.0,10002000.0,Unknown,Unknown,0.0
TUNIQ Tower 120,0.0,10002000.0,Unknown,Unknown,0.0
Thermalright U120eXtrem1366RT R-C,0.0,1600.0,28,Unknown,0.0
Scythe SCMG-3000,0.0,3001600.0,26.5,Unknown,0.0
Sunbeam CR-CCTF,0.0,10002000.0,"16,20",Unknown,0.0
Sunbeam CR-CCTF92-4,0.0,12002200.0,27,Unknown,0.0
Corsair H70 Core,0.0,0.0,Unknown,Unknown,120.0
Cooler Master Hyper 612 PWM,0.0,6002000.0,"9,36",Unknown,0.0
Enermax ETD-T60-TB,0.0,8001800.0,"10,21",Unknown,0.0
Enermax ETD-T60-VD,0.0,8001800.0,"16,21",Unknown,0.0
Enermax ETS-T40-TA,0.0,8001800.0,"16,21",Unknown,0.0
Evercool HPKC-10025EA,0.0,1800.0,23,Unknown,0.0
Gelid Solutions Siberian,0.0,9002200.0,"10,22.5",Unknown,0.0
Gelid Solutions CC-GX7-01-A,0.0,6001800.0,"10,26.8",Unknown,0.0
ZEROtherm ZT-1000D 775,0.0,2500.0,Unknown,Unknown,0.0
ZEROtherm ZT-1000D 1156,0.0,3000.0,Unknown,Unknown,0.0
SilenX EFZ-100HA1,0.0,10002000.0,"8,24",Unknown,0.0
Enermax ETS-T40-VD,0.0,8001800.0,"16,21",Unknown,0.0
Syba CL-CNL-EOLE802,0.0,2200.0,25,Unknown,0.0
SilenX EFZ-120HA4,0.0,8002000.0,"8,28",Unknown,0.0
Prolimatech PRO-PNTH,0.0,0.0,Unknown,Unknown,0.0
Thermaltake CLP0533,0.0,10006000.0,"21,48",Unknown,0.0
Nexus FLC-3000 R2,0.0,9002500.0,"15,24",Unknown,0.0
Scythe SCBSK-2000,0.0,0.0,"9.32,33.67",Unknown,0.0
Logisys IC211HTPC,0.0,2600.0,28,Unknown,0.0
Logisys MC4004IEXT,0.0,9002200.0,"17.8,28.1",Unknown,0.0
Logisys MC106,0.0,1500.0,19,Unknown,0.0
Logisys MC6001IM,0.0,7001200.0,"18.2,26.7",Unknown,0.0
Logisys MC4005IB,0.0,9001500.0,"21.4,32.1",Unknown,0.0
Logisys MC4001IM,0.0,5001500.0,"17.8,27.6",Unknown,0.0
Logisys MC4002IW,0.0,5001500.0,"17.8,27.6",Unknown,0.0
Logisys MC6002GS,0.0,5001500.0,"17.6,27.6",Unknown,0.0
Logisys IC4300X4,0.0,4002800.0,"17.8,40.7",Unknown,0.0
SilenX EFZ-120HA3,0.0,8002000.0,Unknown,Unknown,0.0
Phanteks PH-TC14PE_OR,0.0,7001200.0,"13.4,19",Unknown,0.0
Phanteks PH-TC14PE_RD,0.0,7001200.0,"13.4,19",Unknown,0.0
Zalman CNPS20LQ,0.0,9002000.0,"17,36",Unknown,120.0
Cooler Master Gemin II S524,0.0,8001800.0,"15.1,31.6",Unknown,0.0
Phanteks PH-TC14CS,0.0,7001200.0,"13.4,19",Unknown,0.0
Masscool 7WA868,0.0,8002800.0,"19,27",Unknown,0.0
Phanteks PH-TC14CS_RD,0.0,1300.0,"13.4,19",Unknown,0.0
Masscool 8W2002F1M4,0.0,8002800.0,"20,34",Unknown,0.0
Scythe SCKC-2100,0.0,5001300.0,"9.6,24.7",Unknown,0.0
Prolimatech PRO-MGH-B,0.0,0.0,Unknown,Unknown,0.0
Titan TTC-NK54TZ,0.0,3500.0,30.6,Unknown,0.0
Masscool 8W5020F1M,0.0,8002800.0,"20,34",Unknown,0.0
Evercool TTC-NK85TZ/V2(RB),0.0,8002150.0,"17.2,39",Unknown,0.0
Evercool NI2011E-9525EP,0.0,10003000.0,28,Unknown,0.0
Evercool TTC-NK35TZ/RPW/V3,0.0,9002800.0,"12,31",Unknown,0.0
Scythe SCKC-2000,0.0,5001300.0,"9.6,24.7",Unknown,0.0
Xigmatek ld964,0.0,10002800.0,22,Unknown,0.0
Scythe SCMG-3100,0.0,3001600.0,"9.6,32.15",Unknown,0.0
Vantec VAF-1225,0.0,10002200.0,"20,32",Unknown,0.0
Dynatron R22,0.0,0.0,Unknown,Unknown,0.0
Scythe SCSMZ-2100,0.0,3002500.0,"7.2,31.07",Unknown,0.0
Dynatron R19,0.0,0.0,Unknown,Unknown,0.0
Phanteks PH-TC14CS_BL,0.0,700.0,"13.4,19",Unknown,0.0
Thermaltake CLP0596,0.0,8002000.0,"21,44",Unknown,0.0
Enermax ELC120-TB,0.0,8002200.0,"17.3,31.2",Unknown,120.0
Enermax ELC120-TA,0.0,8002200.0,"18.5,32.8",Unknown,120.0
Phanteks PH-TC90LS,0.0,10002500.0,"19,26",Unknown,0.0
NZXT Respire T40,0.0,13001800.0,"26.5,34",Unknown,0.0
ARCTIC Alpine 7 Pro,0.0,5002000.0,Unknown,Unknown,0.0
Zalman LQ-320,0.0,9002000.0,Unknown,Unknown,120.0
Zalman LQ-315,0.0,9002000.0,Unknown,Unknown,120.0
Zalman LQ-310,0.0,9002000.0,Unknown,Unknown,120.0
Zalman CNPS9900 D/F,0.0,9001400.0,"19,27",Unknown,0.0
Titan TTC-NC55TZ/RB,0.0,18002200.0,"28.8,38",Unknown,0.0
Titan TTC-NA43TZ/CU35,0.0,9002600.0,"14,33",Unknown,0.0
Cooler Master Eisberg 120L Prestige,0.0,1600.0,20.5,Unknown,120.0
Silverstone AR01,0.0,10002200.0,"16.39,33.5",Unknown,0.0
Silverstone AR02,0.0,12002800.0,"16,24",Unknown,0.0
Silverstone AR03,0.0,10002200.0,"16.39,33.5",Unknown,0.0
Rosewill ROCC-13001,0.0,2000.0,"19.39,31.05",Unknown,0.0
Silverstone TD02,0.0,15002500.0,"16,33.5",Unknown,240.0
Silverstone TD03,0.0,15002500.0,"16,33.5",Unknown,120.0
Thermaltake CLP0607,0.0,10002000.0,"20,39.9",Unknown,0.0
Dynatron R12,0.0,0.0,0,Unknown,0.0
Thermalright TS-140,0.0,9001300.0,"17,21",Unknown,0.0
Scythe SCKC-3000,0.0,5001300.0,"13,30.7",Unknown,0.0
Xigmatek Praeton LD963,0.0,12002800.0,22,Unknown,0.0
Gelid Solutions Siberian Pro,0.0,9002200.0,"10,23.5",Unknown,0.0
Masscool 8W2002B1M4,0.0,8002800.0,"20,34",Unknown,0.0
ARCTIC Freezer A11,0.0,5002000.0,22.5,Unknown,0.0
Enermax ELC-LM120S-TAA,0.0,2500.0,30,Unknown,120.0
Enermax Liqtech 240,0.0,2500.0,30,Unknown,240.0
Enermax ETS-N30-TAA,0.0,8002800.0,"16,27",Unknown,0.0
Thermaltake NiC L32,0.0,5001800.0,"18,38.4",Unknown,0.0
Thermaltake CLP0604,0.0,12002100.0,"21,48",Unknown,0.0
Thermalright MACHO 120 REV.A,0.0,6001300.0,25.4,Unknown,0.0
Thermalright Venomous X RT Rev.SB-E,0.0,7001500.0,"17,28.5",Unknown,0.0
RAIJINTEK EreBoss,0.0,6001400.0,28,Unknown,0.0
RAIJINTEK ZELOS,0.0,8001400.0,20,Unknown,0.0
RAIJINTEK RHEA,0.0,8002200.0,27.9,Unknown,0.0
RAIJINTEK EREBOSS BLACK,0.0,6501400.0,28,Unknown,0.0
Zalman Reserator 3 MAX Dual,0.0,10002300.0,"23.2,46.6",Unknown,240.0
Deepcool CAPTAIN 120,0.0,6002200.0,"17.6,39.29",Unknown,120.0
RAIJINTEK TRITON GREEN,0.0,10002600.0,"21.6,36.6",Unknown,240.0
RAIJINTEK TRITON RED,0.0,10002600.0,"21.6,36.6",Unknown,240.0
RAIJINTEK TRITON BLUE,0.0,10002600.0,"21.6,36.6",Unknown,240.0
Thermaltake Gravity A1,0.0,1800.0,22.3,Unknown,0.0
Swiftech H240-X,0.0,7001800.0,"8.3,28.8",Unknown,280.0
Rosewill AIOLOS,0.0,1500.0,24.6,Unknown,0.0
Prolimatech Basic 65,0.0,6001600.0,Unknown,Unknown,0.0
Prolimatech Basic 81,0.0,6001600.0,Unknown,Unknown,0.0
Masscool 5T568S1H3,0.0,4200.0,31.8,Unknown,0.0
Dynatron T459,0.0,0.0,Unknown,Unknown,0.0
Phanteks PH-TC14S_BK,0.0,5001600.0,25.3,Unknown,0.0
Zalman CNPS9300 AT,0.0,15002400.0,"20,30",Unknown,0.0
Xigmatek Loki II,0.0,12002800.0,"20,28",Unknown,0.0
Cooler Master Blizzard T2 mini,0.0,2200.0,22,Unknown,0.0
Evercool TRANSFORMER S,0.0,2200.0,20,Unknown,0.0
Silverstone TD03-E,0.0,15002500.0,"18,35",Unknown,120.0
Thermaltake Frio Silent 12,0.0,1400.0,"12,19.2",Unknown,0.0
Akasa Venom Voodoo,0.0,6001900.0,"6.9,28.9",Unknown,0.0
Cooler Master TPC 812XS,0.0,5001600.0,"8,30",Unknown,0.0
Thermaltake BigTyp Revo.,0.0,8001800.0,20,Unknown,0.0
Thermalright Macho Rev.A(BW),0.0,3001300.0,"15,21",Unknown,0.0
Xigmatek Dark Knight SD1483 Night Hawk,0.0,8001200.0,18,Unknown,0.0
Swiftech H140-X,0.0,7001800.0,"8.3,28.8",Unknown,140.0
Silverstone TD03-LITE,0.0,15002500.0,"18,35",Unknown,120.0
RAIJINTEK PALLAS Black,0.0,6501400.0,28,Unknown,0.0
Deepcool Maelstrom 120K,0.0,6001800.0,"18.2,32.4",Unknown,120.0
LEPA EXllusion 240,0.0,5001800.0,"14,30",Unknown,240.0
CRYORIG A40,0.0,6002200.0,"13,37",Unknown,240.0
Cooler Master X6,0.0,6001900.0,"8,27",Unknown,0.0
Silverstone TD03-SLIM,0.0,8002200.0,"16.5,27.4",Unknown,120.0
ARCTIC Freezer i32 CO,0.0,0.0,Unknown,Unknown,0.0
ID-COOLING IS-40,0.0,3002500.0,"14,33",Unknown,0.0
ID-COOLING IS-40PRO,0.0,3002500.0,"14,33",Unknown,0.0
ID-COOLING FI-REEX,0.0,8001800.0,"16.2,29.2",Unknown,0.0
ID-COOLING FI-VC,0.0,1600.0,21,Unknown,0.0
ID-COOLING FI-VC Twin,0.0,8001800.0,"16.2,32.6",Unknown,0.0
ID-COOLING IS-25,0.0,8002700.0,"14,23",Unknown,0.0
ID-COOLING IS-25i,0.0,8002700.0,"14,23",Unknown,0.0
ID-COOLING SE-203,0.0,8001800.0,"16.2,29.2",Unknown,0.0
ID-COOLING SE-203K,0.0,1800.0,"16.2,29.2",Unknown,0.0
ID-COOLING SE-204K,0.0,8001800.0,"16.2,29.2",Unknown,0.0
ID-COOLING SE-213,0.0,8001600.0,"16,20.2",Unknown,0.0
ID-COOLING SE-213i,0.0,8001600.0,"16,20.2",Unknown,0.0
ID-COOLING SE-214i,0.0,8001800.0,"16.2,29.2",Unknown,0.0
ID-COOLING SE-802,0.0,2200.0,23.3,Unknown,0.0
Noctua NH-U9DO A3,0.0,10001600.0,"7.9,17.6",Unknown,0.0
ID-COOLING FROSTFLOW 240L-R,0.0,8002000.0,"20,38.2",Unknown,240.0
Reeven Ouranos,0.0,3001700.0,"5.8,36.4",Unknown,0.0
Reeven Chrono Guard,0.0,3002500.0,"7.2,31.1",Unknown,0.0
Reeven Arcziel,0.0,3002500.0,"7.2,31.1",Unknown,0.0
Reeven Brontes,0.0,6502200.0,"10.5,31.67",Unknown,0.0
Reeven Hans,0.0,3001500.0,"4,29.8",Unknown,0.0
Reeven Steropes,0.0,5002000.0,"9.32,33.67",Unknown,0.0
Phononic HEX 2.0,0.0,10002650.0,"17,33",Unknown,0.0
Alpenföhn ATLAS,0.0,4001800.0,"8,24.3",Unknown,0.0
Alpenföhn Olymp,0.0,3001400.0,"8,26.8",Unknown,0.0
Silverstone Tundra TD02-SLIM,0.0,8002200.0,"16.5,27.4",Unknown,240.0
RIOTORO BIFROST 120TI,0.0,0.0,Unknown,Unknown,120.0
Cooltek LP53,0.0,10002100.0,"16,27.1",Unknown,0.0
Enermax LiqTech TR4 240,0.0,5002300.0,"14,28",Unknown,240.0
FSP Group Windale 6,0.0,6001600.0,32,Unknown,0.0
FSP Group Windale 6,0.0,6001600.0,32,Unknown,0.0
Thermalright AXP-100H MUSCLE,0.0,9002500.0,"22,30",Unknown,0.0
Enermax ETS-N30R-TAA,0.0,8002800.0,"16,27",Unknown,0.0
Scythe SCIOR-1000,0.0,3001800.0,"4.5,26.7",Black / Silver,0.0
Deepcool MAELSTROM 240 RGB,0.0,5001800.0,"17.8,30",Black,240.0
Antec Mercury 360,0.0,9001800.0,30,Black / White,360.0
LEPA NEOllusion-RGB M/B Sync,0.0,4001800.0,"14,33",Black,0.0
Enermax Liqtech TR4 II 280,0.0,5001500.0,"14,25",Black,280.0
ID-COOLING Chromaflow240,0.0,9002000.0,"16.3,33.5",Black,240.0
Akasa Venom,0.0,6001900.0,"6.9,28.9",Yellow / Black,0.0
SilentiumPC Navis RGB 280,0.0,8001800.0,Unknown,Black,280.0
RAIJINTEK PALLAS 120 RGB,0.0,2001400.0,28.43,Black,0.0
Silverstone Tundra SST-TD02-LITE-V2,0.0,15002500.0,"18,35",Black / White,240.0
Cooler Master GeminII M5 LED,0.0,5001600.0,31,Black / Silver,0.0
upHere C92,0.0,8001800.0,"15.1,31.6",Black / Red,0.0
Dynatron K987,0.0,12002800.0,"16.08,34.48",Black / Silver,0.0
Reeven Justice II,0.0,3001200.0,"5.83,25.1",Black / Silver,0.0
RAIJINTEK Orcus 120,0.0,8001800.0,23,Black,120.0
RAIJINTEK Orcus 240,0.0,8001800.0,23,Black,240.0
Apacer ZADAK Spark Lite 240,0.0,8002200.0,Unknown,Black,240.0
Akasa K25,0.0,6003000.0,28.71,Unknown,0.0
GAMDIAS CHIONE E2,0.0,8001800.0,Unknown,Black,120.0
GAMDIAS CHIONE M2,0.0,12002400.0,Unknown,Black,240.0
Thermalright AXP-90i,0.0,2700.0,22.4,Gray,0.0
Thermalright Macho Rev.C Plus,0.0,3001300.0,"15,21",Silver / Black,0.0
ID-COOLING ICEFLOW ARGB,0.0,9002000.0,"16,31.5",White,240.0
ID-COOLING DK-09i,0.0,2200.0,26.8,Unknown,0.0
ID-COOLING DK-03 RGB PWM,0.0,8001600.0,"16,20.2",Unknown,0.0
ID-COOLING DK-01T,0.0,2200.0,23.8,Unknown,0.0
ID-COOLING IS-20i,0.0,8002700.0,"14,23",Unknown,0.0
ID-COOLING IS-50 MAX RGB,0.0,9002000.0,"16,31.5",Unknown,0.0
ID-COOLING SE-914-XT ARGB V2,0.0,6002200.0,"14,25.8",Unknown,0.0
ID-COOLING SE-904-XT SLIM,0.0,6002200.0,"14,25.8",Unknown,0.0
ID-COOLING SE-207-TRX BLACK,0.0,7001800.0,"15.2,35.2",Unknown,0.0
ID-COOLING SE-224-XT BLACK V2,0.0,7001800.0,"15.2,35.2",Unknown,0.0
ID-COOLING SE-214V3,0.0,6002200.0,"14,35",Unknown,0.0
ID-COOLING SE-213V3-R,0.0,5001600.0,"16,20.2",Unknown,0.0
ID-COOLING SE-213V3-B,0.0,5001600.0,"16,20.2",Unknown,0.0
ID-COOLING SE-213V2-B Lite,0.0,1600.0,26.4,Unknown,0.0
ID-COOLING SE-213 RAINBOW,0.0,5001600.0,"16,20.2",Unknown,0.0
ID-COOLING SE-224-XT-B,0.0,7001800.0,"15.2,32.5",Unknown,0.0
ID-COOLING SE-224-XT-R,0.0,7001800.0,"15.2,32.5",Unknown,0.0
ID-COOLING SE-902-SD,0.0,2000.0,23.1,Unknown,0.0
ID-COOLING SE-903-B V2,0.0,2000.0,23.1,Unknown,0.0
ID-COOLING HUNTER VC-TWIN,0.0,8001800.0,"16.2,29.2",Unknown,0.0
ID-COOLING ZOOMFLOW 360,0.0,9002000.0,"16.3,33.5",Black,360.0
ID-COOLING DASHFLOW 240,0.0,9002000.0,"16,31.5",Black,240.0
ID-COOLING AURAFLOW X 240 TGA,0.0,9002000.0,"16,31.5",Black,240.0
Thermalright TA120 EX,0.0,1850.0,29.6,Silver / Gray,0.0
Thermalright Frozen Magic 360,0.0,1500.0,25.6,Black,360.0
Jonsbo PISA A5,0.0,8001850.0,36.8,Gray,0.0
Noua Siberus TR120,0.0,8001800.0,"18,30",Black,120.0
Noua Siberus TR241,0.0,8001800.0,"25,32",White,240.0
Noua Sub-Zero AT240,0.0,8002000.0,31,Black,240.0
Noua Arcade,0.0,7001800.0,37.1,Black,0.0
Noua Disturbia,0.0,8001600.0,37.8,Black / Silver,0.0
Noua Numb Pro,0.0,8001600.0,29,Black,0.0
Thermalright Frozen Fusion ARGB,0.0,2150.0,28.1,Black,360.0
SilentiumPC Navis Pro 120,0.0,8002300.0,Unknown,Black,120.0
ID-COOLING FX120,0.0,5001800.0,35.2,Black,120.0
ID-COOLING FX240,0.0,7001800.0,35.2,White,240.0
ID-COOLING SE-206-XT ARGB,0.0,7001800.0,35.2,Black,0.0
ID-COOLING SE-206-XT,0.0,7001800.0,35.2,White,0.0
ID-COOLING SE-207-TR-AM,0.0,7001800.0,"15.2,35.2",Black,0.0
Zalman ALPHA2 A36,0.0,6002000.0,29.7,White,360.0
