name,price,type,efficiency,wattage,modular,color
CoolMax CXI-600B,0.0,ATX,Unknown,600,false,Unknown
CoolMax NW-650B,0.0,ATX,Unknown,650,false,Unknown
Dynapower EJ-750A80,0.0,ATX,bronze,750,Full,Unknown
Dynapower EP-45X.0562B,0.0,ATX,Unknown,450,false,Unknown
Enermax ETK500AWT,0.0,ATX,Unknown,500,false,Unknown
Sparkle R-SPI750ACAG,0.0,ATX,gold,750,false,Unknown
Rosewill LP-6100C,0.0,ATX,Unknown,300,false,Unknown
Rosewill Stallion,0.0,ATX,Unknown,450,false,Unknown
Rosewill RV350-2,0.0,ATX,Unknown,350,false,Unknown
Rosewill RX850-S-B,0.0,ATX,plus,850,false,Unknown
Silverstone DA750,0.0,ATX,Unknown,750,Full,Unknown
Silverstone OP750,0.0,ATX,Unknown,750,false,Unknown
XClio STABLEPOWER GOLD 750W,0.0,ATX,gold,750,Full,Unknown
Silverstone Strider,0.0,ATX,silver,850,Full,Unknown
Sunbeam PSU-BKS580-US,0.0,ATX,Unknown,580,false,Unknown
Sunbeam PSU-COM680-BK-US,0.0,ATX,Unknown,680,Full,Unknown
Sunbeam PSU-ECO750-US-BL,0.0,ATX,plus,750,false,Unknown
Sunbeam PSU-H680-REV-US,0.0,ATX,Unknown,680,false,Unknown
Sunbeam PSU-H680-REV-US-BL,0.0,ATX,Unknown,680,false,Unknown
XFX P1-650X-CAH9,0.0,ATX,bronze,650,Full,Unknown
Thermaltake EVO_Blue,0.0,ATX,Unknown,550,Full,Unknown
Kingwin Lazer Platinum,0.0,ATX,platinum,850,Semi,Unknown
SeaSonic SS-350SFE,0.0,SFX,plus,350,false,Unknown
Enermax Platimax,0.0,ATX,platinum,1000,Semi,Black
Thermaltake Toughpower iRGB PLUS 850 Platinum,0.0,ATX,platinum,850,Full,Black
Rosewill Quark 1200,0.0,ATX,platinum,1200,Full,Unknown
Xion AXP-700K14XE,0.0,ATX,bronze,700,Semi,Unknown
Kingwin Lazer Platinum,0.0,ATX,platinum,650,Semi,Unknown
Silverstone Strider,0.0,ATX,gold,750,Full,Unknown
Sparkle R-SPI900GCM,0.0,ATX,plus,900,Semi,Unknown
Thortech Thunderbolt,0.0,ATX,gold,1200,Full,Unknown
Enermax RevoBron,0.0,ATX,bronze,700,Semi,Black
Kingwin AP-550,0.0,ATX,platinum,550,false,Unknown
FSP Group ATX400-PNT,0.0,ATX,Unknown,400,false,Unknown
Sparkle SCC-850AF,0.0,ATX,gold,850,Semi,Unknown
Sparkle SCC-750AF,0.0,ATX,gold,750,Full,Unknown
LEPA B550-SA,0.0,ATX,bronze,550,false,Unknown
E-Power EP-550P5-T1,0.0,ATX,Unknown,550,Full,Unknown
Cooler Master Elite,0.0,ATX,Unknown,400,false,Unknown
Topower ZU-450W,0.0,ATX,Unknown,450,false,Unknown
Sparkle FSP300THAR-MC,0.0,ATX,Unknown,300,false,Unknown
Topower ZU-400W12,0.0,ATX,Unknown,400,false,Unknown
FSP Group AU-1200PRO,0.0,ATX,gold,1200,false,Unknown
FSP Group AU-850PRO,0.0,ATX,gold,850,false,Unknown
Thermaltake W0328RU,0.0,ATX,Unknown,350,false,Unknown
E-Power EP-500NE-XV,0.0,ATX,Unknown,500,false,Unknown
Topower TOP-400W80,0.0,ATX,plus,400,false,Unknown
Sparkle GW-EPS1000DA,0.0,ATX,gold,1000,Semi,Unknown
Sparkle R-SPI700ACH5B,0.0,ATX,silver,700,false,Unknown
BFG EX-1000,0.0,ATX,bronze,1000,Full,Unknown
Sparkle R-SPI600ACH5B,0.0,ATX,silver,600,false,Unknown
CoolMax RM-1000B,0.0,ATX,Unknown,1000,false,Unknown
Enermax ETL550AWT-M,0.0,ATX,bronze,550,Semi,Unknown
Logisys PS550AC,0.0,ATX,Unknown,550,false,Unknown
Ultra LSP,0.0,ATX,Unknown,550,false,Unknown
Topower ZU-1050W,0.0,ATX,Unknown,1050,false,Unknown
CoolMax ZP-850B,0.0,ATX,bronze,850,Semi,Unknown
Silverstone Strider,0.0,ATX,gold,850,Full,Unknown
Rosewill SMG850,0.0,ATX,gold,850,Full,Black
Deepcool PN850D WH,0.0,ATX,gold,850,Full,White
Topower TOP-1200W,0.0,ATX,plus,1200,Full,Unknown
CoolMax V-600,0.0,ATX,Unknown,600,false,Unknown
Thermalright TB850S,0.0,ATX,bronze,850,false,Black
Athena Power AP-P4ATX55FEC,0.0,ATX,Unknown,550,false,Unknown
Athena Power AP-P4ATX35,0.0,ATX,Unknown,350,false,Unknown
Diablotek PHD750,0.0,ATX,Unknown,750,false,Unknown
Diablotek PSDA500,0.0,ATX,Unknown,500,false,Unknown
Diablotek PHD850,0.0,ATX,Unknown,850,false,Unknown
Diablotek PSDA400,0.0,ATX,Unknown,400,false,Unknown
Rosewill Fortress,0.0,ATX,platinum,550,false,Unknown
Apevia XG,0.0,ATX,Unknown,450,false,Unknown
Deepcool PN650M WH,0.0,ATX,gold,650,Full,White
Deepcool PN750M WH,0.0,ATX,gold,750,Full,White
Xion XON-1100P14HE,0.0,ATX,Unknown,1100,false,Unknown
Xion AXP-850R14N,0.0,ATX,Unknown,850,false,Unknown
Xion XON-800R14N,0.0,ATX,Unknown,800,Full,Unknown
StarTech ATXPW550PRO2,0.0,ATX,Unknown,550,false,Unknown
XClio GreatPower,0.0,ATX,plus,600,Full,Unknown
XClio DIAMONDPOWER 1080W,0.0,ATX,Unknown,1080,false,Unknown
StarTech ATX2POWER400,0.0,ATX,Unknown,400,false,Unknown
StarTech ATXPOW350PRO,0.0,ATX,Unknown,350,false,Unknown
StarTech ATX2POWER530,0.0,ATX,bronze,530,false,Unknown
StarTech ATX2PW400PRO,0.0,ATX,Unknown,400,false,Unknown
StarTech ATX2POW400HS,0.0,ATX,Unknown,400,false,Unknown
StarTech ATX2PW530PRO,0.0,ATX,bronze,530,false,Unknown
Xion AXP-700W14FG,0.0,ATX,gold,700,Full,Unknown
Xion AXP-1000R14HE,0.0,ATX,bronze,1000,Full,Unknown
StarTech ATX2POW500HS,0.0,ATX,Unknown,500,false,Unknown
StarTech ATX2POW450HS,0.0,ATX,Unknown,450,false,Unknown
StarTech ATX2PW550PRO,0.0,ATX,Unknown,550,false,Unknown
Fractal Design Newton R3,0.0,ATX,platinum,1000,Semi,Unknown
CoolMax CUQ-1200B,0.0,ATX,plus,1200,false,Unknown
CoolMax CX-550B,0.0,ATX,Unknown,550,false,Unknown
CoolMax RM-750B,0.0,ATX,Unknown,750,false,Unknown
Apevia ATX-AS680W-BK,0.0,ATX,Unknown,680,false,Unknown
CoolMax CU-700B,0.0,ATX,Unknown,700,Semi,Unknown
CoolMax CUL-950B,0.0,ATX,Unknown,950,Semi,Unknown
XClio GreatPower,0.0,ATX,plus,550,Full,Unknown
XClio STABLEPOWER 460W,0.0,ATX,Unknown,460,false,Unknown
XClio GreatPower,0.0,ATX,plus,650,Full,Unknown
Sentey MBP HM,0.0,ATX,bronze,1000,Semi,Black
KOLINK KL-700M,0.0,ATX,bronze,700,Semi,Black
XClio STABLEPOWER 500W,0.0,ATX,Unknown,500,false,Unknown
XFX P1-850X-XXB9,0.0,ATX,bronze,850,Semi,Unknown
OCZ EliteXStream,0.0,ATX,plus,1000,false,Unknown
OCZ EliteXStream,0.0,ATX,plus,800,false,Unknown
Kingwin ABT-450MM,0.0,ATX,Unknown,450,false,Unknown
PC Power & Cooling S47ATX-B,0.0,ATX,Unknown,470,false,Unknown
PC Power & Cooling S75CF-B,0.0,ATX,plus,750,false,Unknown
PC Power & Cooling S61EPS-B,0.0,ATX,plus,610,false,Unknown
PC Power & Cooling PPCT860,0.0,ATX,plus,860,false,Unknown
Kingwin Lazer,0.0,ATX,bronze,850,Semi,Unknown
Kingwin Lazer Gold,0.0,ATX,gold,550,Full,Unknown
Kingwin Lazer Gold,0.0,ATX,gold,1000,Full,Unknown
Kingwin ABT-730MM,0.0,ATX,Unknown,730,false,Unknown
Kingwin Lazer Gold,0.0,ATX,gold,700,Full,Unknown
Kingwin MK,0.0,ATX,Unknown,850,false,Unknown
Kingwin MK,0.0,ATX,Unknown,650,false,Unknown
Kingwin MK,0.0,ATX,Unknown,750,false,Unknown
Kingwin MK,0.0,ATX,Unknown,1000,false,Unknown
Kingwin MKX,0.0,ATX,Unknown,850,Semi,Unknown
XFX P1-850S-CAB9,0.0,ATX,bronze,850,false,Unknown
XFX P1-650S-CAB9,0.0,ATX,bronze,650,false,Unknown
Sparkle Magna GOLD PRO,0.0,ATX,gold,850,Semi,Unknown
Silverstone Strider,0.0,ATX,gold,850,Semi,Unknown
In Win IP-P300BN7-2,0.0,ATX,plus,300,false,Unknown
XClio GreatPower,0.0,ATX,plus,500,Full,Unknown
FSP Group SAGA+ 500R,0.0,ATX,Unknown,500,false,Unknown
FSP Group SAGA+ 450R,0.0,ATX,Unknown,450,false,Unknown
FSP Group SAGA+ 400R,0.0,ATX,Unknown,400,false,Unknown
CoolMax ZPG-500B,0.0,ATX,gold,500,false,Unknown
Noua Hyper ZR55,0.0,ATX,bronze,550,false,Black
Broadway Com Corp OKIA-BLACK-550,0.0,ATX,Unknown,550,false,Unknown
Silverstone Strider,0.0,ATX,gold,1000,Full,Unknown
Broadway Com Corp OKIA-BLACK-600,0.0,ATX,Unknown,600,false,Unknown
Broadway Com Corp P4-OKIA-550-RB,0.0,ATX,Unknown,550,false,Unknown
XClio GreatPower,0.0,ATX,plus,850,Full,Unknown
PC Power & Cooling PPCT1200ESA,0.0,ATX,Unknown,1200,false,Unknown
Enermax ENM750AWT,0.0,ATX,bronze,750,Semi,Unknown
Rosewill PMG650,0.0,ATX,gold,650,Full,Black
Rosewill PMG850,0.0,ATX,gold,850,Full,Black
Kingwin Lazer Platinum,0.0,ATX,platinum,550,Semi,Unknown
Enermax EGX850EWL,0.0,ATX,plus,850,Full,Unknown
Sunbeam PSU-HUSH580-US-BL,0.0,ATX,Unknown,580,false,Unknown
ADATA XPG Core Reactor II VE,0.0,ATX,gold,650,Full,Unknown
ADATA XPG Core Reactor II VE,0.0,ATX,gold,750,Full,Unknown
FSP Group VITA-650GM,0.0,ATX,gold,650,Full,Black
FSP Group VITA-650GM,0.0,ATX,gold,650,Full,White
FSP Group VITA-750GM,0.0,ATX,gold,750,Full,Black
FSP Group VITA-750GM,0.0,ATX,gold,750,Full,White
FSP Group VITA-850GM,0.0,ATX,gold,850,Full,White
RIOTORO ENIGMA 850,0.0,ATX,gold,850,Semi,Unknown
Silverstone Strider,0.0,ATX,silver,500,false,Unknown
BitFenix BFG GOLD,0.0,ATX,gold,550,Full,Black
BitFenix BFG GOLD ATX3.0,0.0,ATX,gold,1000,Full,Black
XClio Goodpower 550W,0.0,ATX,bronze,550,Full,Unknown
Silverstone DA1000R,0.0,ATX,gold,1000,Full,White
Sparkle Magna,0.0,ATX,bronze,1200,Semi,Unknown
Kingwin Lazer,0.0,ATX,Unknown,660,Full,Unknown
Rosewill Capstone G1200,0.0,ATX,gold,1200,Semi,Unknown
Rosewill Capstone G1000,0.0,ATX,gold,1000,Semi,Unknown
Solid Gear SDGR-900E,0.0,ATX,Unknown,900,false,Unknown
LEPA MaxGold,0.0,ATX,gold,500,false,Unknown
LEPA MaxBron,0.0,ATX,bronze,800,Semi,Unknown
LEPA MaxGold,0.0,ATX,gold,600,false,Unknown
Thermaltake Toughpower,0.0,ATX,silver,1200,Semi,Unknown
Sparkle R-SPI1000GCM,0.0,ATX,plus,1000,Semi,Unknown
CoolMax ZPG-1200B,0.0,ATX,gold,1200,Semi,Unknown
FSP Group PT850FM,0.0,ATX,platinum,850,Full,Unknown
Cooler Master VSM,0.0,ATX,gold,550,Semi,Unknown
Logisys PS480X2,0.0,ATX,Unknown,480,false,Unknown
Rosewill PMG550,0.0,ATX,gold,550,Full,Black
Topower TOP-650PM,0.0,ATX,Unknown,650,false,Unknown
Topower GAPS-500LX,0.0,ATX,Unknown,500,false,Unknown
Topower GAPS-500MX,0.0,ATX,Unknown,500,Full,Unknown
Topower TOP-500PM,0.0,ATX,Unknown,500,false,Unknown
Xion EN-600F12,0.0,ATX,Unknown,600,false,Unknown
Thermaltake Toughpower Grand,0.0,ATX,gold,1050,Full,Unknown
Thermaltake Toughpower Grand,0.0,ATX,gold,1200,Full,Unknown
LEPA G1000-MB,0.0,ATX,gold,1000,Full,Unknown
Topower ZU-550W,0.0,ATX,Unknown,550,false,Unknown
Fractal Design Tesla R2,0.0,ATX,gold,650,false,Unknown
Fractal Design Tesla R2,0.0,ATX,gold,500,false,Unknown
BitFenix Fury,0.0,ATX,gold,650,Semi,Unknown
Mistel MX550 FANLESS,0.0,ATX,gold,550,Full,Black
Fractal Design Tesla R2,0.0,ATX,gold,650,false,Unknown
HEC Zephyr 700 CM,0.0,ATX,plus,700,Semi,Unknown
Cyonic AU-550X,0.0,ATX,gold,550,Full,Unknown
Sentey ERP-600-SM,0.0,ATX,Unknown,600,Full,Unknown
Sentey SDP750-SS,0.0,ATX,plus,750,false,Unknown
Sentey GSP750-SM,0.0,ATX,gold,750,Full,Unknown
Sentey GSP850-SM,0.0,ATX,gold,850,Full,Unknown
Sentey ERP-400-SS,0.0,ATX,Unknown,400,false,Unknown
Sentey ERP-500-SMR,0.0,ATX,Unknown,500,Full,Unknown
Linkworld LPG8 630w,0.0,ATX,Unknown,630,false,Unknown
Cougar COUGAR-700CMX,0.0,ATX,bronze,700,false,Unknown
Sparkle SPI300T8AB-B204,0.0,TFX,bronze,300,false,Unknown
Cougar COUGAR-SX850,0.0,ATX,silver,850,Full,Unknown
Topower TOP-900W,0.0,ATX,plus,900,Full,Unknown
Cooler Master New GX,0.0,ATX,bronze,450,false,Unknown
LEPA B550-MB,0.0,ATX,bronze,550,Semi,Unknown
Super Flower Amazon,0.0,ATX,bronze,550,false,Unknown
Super Flower Leadex Gold,0.0,ATX,gold,850,Full,Unknown
XFX P1-550S-XXBA,0.0,ATX,bronze,550,false,Unknown
